order_id,customer_id,product_id,region_id,campaign_id,order_date,quantity,unit_price,discount,shipping_cost,payment_method,delivery_days,returned_flag,order_status,warehouse_region,customer_rating,customer_city,customer_state
ORD3937,528,1093,30,,2025-04-04,1,1144.96,12.43,366.99,UPI,2,0,Delivered,South Hub,1,Sambalpur,Karnataka
ORD3938,952,658,8,2.0,2025-04-04,3,1137.21,27.66,69.86,Credit Card,6,0,Delivered,East Hub,4,Gulbarga,Kerala
ORD3939,1439,327,30,2.0,2025-04-04,1,6184.34,17.3,450.86,COD,3,0,Delivered,North Hub,2,Kumbakonam,Delhi
ORD3940,2936,691,6,,2025-04-04,1,2683.94,24.63,374.93,Credit Card,7,0,Delivered,East Hub,4,Gudivada,Delhi
ORD3941,2985,341,7,2.0,2025-04-04,2,4976.76,16.55,361.6,Credit Card,5,0,Cancelled,South Hub,4,Bongaigaon,Karnataka
ORD24420,3860,317,18,2.0,2025-04-05,2,15635.21,24.43,421.23,Credit Card,4,0,Delivered,East Hub,4,Thanjavur,Maharashtra
ORD3942,158,949,49,2.0,2025-04-05,2,20797.25,23.46,424.24,COD,4,0,Delivered,West Hub,5,Danapur,Karnataka
ORD3943,2549,28,19,,2025-04-05,3,14613.07,18.8,151.1,Net Banking,2,0,Delivered,South Hub,5,Gandhinagar,Punjab
ORD3944,585,241,6,2.0,2025-04-05,1,4516.36,20.09,211.16,Net Banking,6,0,Delivered,West Hub,4,Bharatpur,Delhi
ORD3945,2934,382,19,2.0,2025-04-05,1,6462.62,11.94,294.46,Net Banking,7,0,Delivered,East Hub,4,Kollam,Gujarat
ORD3946,3802,7,2,2.0,2025-04-05,1,78933.48,16.76,257.55,Net Banking,7,0,Delivered,West Hub,4,Yamunanagar,Uttar Pradesh
ORD3947,3726,682,39,2.0,2025-04-05,1,1060.13,15.78,318.37,UPI,3,0,Delivered,East Hub,5,Dhule,Delhi
ORD3948,3417,346,46,2.0,2025-04-05,1,9529.93,25.4,109.9,Credit Card,2,0,Delivered,West Hub,3,Madhyamgram,Madhya Pradesh
ORD3949,3726,334,14,,2025-04-05,1,18754.22,20.77,391.58,Credit Card,4,0,Delivered,South Hub,5,Dhule,Delhi
ORD3950,2703,654,7,,2025-04-05,1,2521.47,15.21,337.7,UPI,4,0,Delivered,South Hub,5,Tinsukia,Maharashtra
ORD3951,1419,1182,4,2.0,2025-04-05,2,3526.31,26.55,264.82,UPI,4,0,Delivered,North Hub,2,Gandhidham,Delhi
ORD3952,2566,349,48,,2025-04-05,1,2806.83,15.59,300.06,COD,6,0,Delivered,North Hub,4,Pimpri-Chinchwad,Tamil Nadu
ORD3953,340,668,39,2.0,2025-04-05,3,1801.09,10.28,436.56,COD,7,1,Returned,South Hub,2,Miryalaguda,Rajasthan
ORD3954,1997,273,21,2.0,2025-04-05,2,8269.53,27.98,350.32,Credit Card,4,0,Delivered,South Hub,2,Shimoga,Madhya Pradesh
ORD3955,1038,1148,30,,2025-04-05,1,1522.5,14.71,357.67,UPI,6,0,Delivered,North Hub,4,Dindigul,Delhi
ORD3956,2760,1120,7,,2025-04-05,2,387.7,13.04,193.64,COD,2,0,Delivered,North Hub,4,Raebareli,Maharashtra
ORD3957,594,313,12,2.0,2025-04-05,1,4488.08,13.16,58.82,UPI,3,0,Delivered,North Hub,3,Durg,Maharashtra
ORD3958,2758,359,50,,2025-04-05,1,36507.87,15.91,165.22,Net Banking,4,0,Delivered,East Hub,2,Burhanpur,Uttar Pradesh
ORD3959,727,311,42,,2025-04-05,1,3916.3,14.29,233.95,COD,4,0,Delivered,North Hub,1,Korba,Uttar Pradesh
ORD3960,180,960,30,,2025-04-05,1,12262.41,22.07,239.98,Net Banking,2,0,Delivered,North Hub,4,Etawah,Uttar Pradesh
ORD3961,3843,61,46,2.0,2025-04-05,1,32462.65,12.19,74.49,UPI,2,0,Delivered,East Hub,2,Bidar,Kerala
ORD3962,2216,24,20,,2025-04-05,1,64086.83,24.09,262.24,COD,5,0,Delivered,South Hub,4,Tiruppur,West Bengal
ORD3963,2602,1019,16,,2025-04-05,1,2221.79,24.18,140.69,UPI,2,0,Delivered,East Hub,5,Nanded,Delhi
ORD3964,707,332,39,,2025-04-05,1,4103.54,13.47,198.92,Credit Card,4,0,Delivered,East Hub,1,Ambarnath,Rajasthan
ORD3965,177,328,28,2.0,2025-04-05,1,18206.55,25.53,83.38,COD,6,0,Delivered,East Hub,3,Chandigarh,Rajasthan
ORD3966,3851,343,23,,2025-04-05,1,3339.38,13.47,494.35,Net Banking,4,0,Delivered,West Hub,3,Guntakal,West Bengal
ORD3967,2634,236,8,,2025-04-05,1,31564.35,13.58,183.73,Credit Card,2,0,Delivered,East Hub,5,Sangli-Miraj & Kupwad,Madhya Pradesh
ORD3968,555,274,16,2.0,2025-04-05,1,12352.97,26.83,468.81,UPI,7,0,Delivered,South Hub,2,Muzaffarnagar,Maharashtra
ORD3969,3931,944,5,,2025-04-05,1,22327.29,11.5,270.21,Net Banking,2,0,Delivered,West Hub,5,Kozhikode,Delhi
ORD3970,3580,484,18,,2025-04-05,1,3244.07,21.32,250.95,UPI,2,0,Delivered,North Hub,4,Begusarai,Punjab
ORD3971,919,1198,2,2.0,2025-04-05,1,1246.09,15.84,87.16,Net Banking,4,0,Delivered,North Hub,4,Suryapet,Kerala
ORD3972,2615,212,19,,2025-04-05,1,12461.95,27.02,366.24,Net Banking,2,0,Delivered,South Hub,1,Udaipur,Maharashtra
ORD3973,2805,373,13,2.0,2025-04-05,1,45206.27,18.48,418.99,COD,2,0,Delivered,East Hub,1,Ahmedabad,Punjab
ORD3974,1864,381,42,2.0,2025-04-05,1,2392.82,16.5,331.62,COD,4,0,Delivered,South Hub,3,Hapur,Karnataka
ORD3975,1075,253,16,,2025-04-05,1,36449.73,21.25,318.32,UPI,5,0,Delivered,East Hub,2,Salem,Kerala
ORD3976,3944,62,31,,2025-04-05,2,49362.65,19.86,340.94,COD,3,0,Delivered,South Hub,3,Serampore,Karnataka
ORD3977,3510,985,36,,2025-04-05,1,14495.17,11.4,153.49,COD,5,0,Delivered,West Hub,4,Raichur,Madhya Pradesh
ORD3978,2003,741,27,2.0,2025-04-05,1,2443.82,24.11,412.8,UPI,2,0,Delivered,South Hub,2,Ambala,Karnataka
ORD3979,2517,377,48,,2025-04-05,1,8623.9,16.63,294.75,COD,2,0,Delivered,South Hub,4,Avadi,Maharashtra
ORD3980,209,138,21,,2025-04-05,1,46508.28,17.6,334.04,Net Banking,6,0,Delivered,North Hub,5,Parbhani,Punjab
ORD3981,2550,107,25,,2025-04-05,1,29222.5,10.0,81.82,Credit Card,4,0,Delivered,North Hub,5,Kavali,Gujarat
ORD3982,2617,231,4,2.0,2025-04-05,1,4620.68,14.36,62.35,UPI,6,0,Delivered,West Hub,5,Kolhapur,Karnataka
ORD3983,2403,664,27,2.0,2025-04-05,1,2643.71,16.72,353.48,Credit Card,3,0,Delivered,West Hub,5,Baranagar,Gujarat
ORD3984,1101,739,29,2.0,2025-04-05,1,4577.37,16.03,212.23,COD,4,0,Delivered,West Hub,5,Chapra,Odisha
ORD3985,2160,1115,21,,2025-04-05,1,2904.94,25.82,190.72,COD,7,0,Delivered,East Hub,5,Aizawl,Delhi
ORD3986,2667,846,44,2.0,2025-04-05,1,14197.29,14.58,58.88,Net Banking,3,0,Delivered,West Hub,5,Thanjavur,Maharashtra
ORD3987,2420,527,1,,2025-04-05,1,3252.72,17.76,487.95,UPI,4,0,Delivered,West Hub,1,Barasat,Maharashtra
ORD3988,2954,313,7,,2025-04-05,1,5674.32,21.22,493.31,Net Banking,6,0,Delivered,North Hub,4,Howrah,Delhi
ORD3989,2143,317,18,2.0,2025-04-05,1,18313.93,24.43,421.23,Credit Card,4,0,Delivered,East Hub,4,Aurangabad,Maharashtra
ORD3990,3897,321,47,,2025-04-05,1,2743.34,17.45,462.02,Net Banking,6,0,Delivered,South Hub,5,Unnao,Uttar Pradesh
ORD3991,2547,394,6,2.0,2025-04-05,2,3366.21,26.65,474.36,Credit Card,4,0,Delivered,South Hub,4,Alwar,Tamil Nadu
ORD24022,1130,191,2,,2025-04-06,1,42527.75,23.0,456.41,Credit Card,2,0,Delivered,North Hub,2,Indore,Karnataka
ORD24185,819,243,45,2.0,2025-04-06,1,3541.99,27.57,323.1,COD,2,0,Delivered,South Hub,2,Uluberia,Karnataka
ORD24385,1804,957,18,2.0,2025-04-06,1,3122.35,19.58,360.78,UPI,4,0,Delivered,North Hub,3,Bettiah,West Bengal
ORD3992,1831,695,5,2.0,2025-04-06,1,2808.34,26.11,186.37,COD,6,0,Delivered,East Hub,2,Patiala,Karnataka
ORD3993,160,825,19,,2025-04-06,2,3135.61,12.04,297.64,COD,3,0,Delivered,East Hub,1,Jhansi,Rajasthan
ORD3994,3231,256,39,,2025-04-06,2,9584.15,12.51,366.93,UPI,2,0,Delivered,West Hub,5,Sultan Pur Majra,Maharashtra
ORD3995,1796,957,18,2.0,2025-04-06,2,2775.65,19.58,360.78,UPI,4,0,Delivered,North Hub,3,Pondicherry,Delhi
ORD3996,3222,359,30,,2025-04-06,1,35541.05,22.0,135.1,COD,4,0,Delivered,West Hub,5,Madhyamgram,Karnataka
ORD3997,1108,1024,8,,2025-04-06,2,449.14,23.42,374.86,Net Banking,7,0,Delivered,East Hub,1,Mango,Karnataka
ORD3998,3203,348,3,,2025-04-06,1,27351.79,18.17,66.2,Credit Card,7,0,Delivered,North Hub,1,Warangal,Karnataka
ORD3999,1710,345,20,2.0,2025-04-06,1,8568.37,20.25,448.13,UPI,6,0,Delivered,West Hub,1,Bulandshahr,Karnataka
ORD4000,2547,393,42,2.0,2025-04-06,1,8495.96,17.27,443.78,COD,3,0,Delivered,East Hub,2,Alwar,Tamil Nadu
ORD4001,2332,374,10,,2025-04-06,1,13056.63,20.06,62.11,Credit Card,5,0,Delivered,East Hub,4,Bellary,Karnataka
ORD4002,1196,543,8,,2025-04-06,1,6914.91,14.43,207.82,COD,6,0,Delivered,North Hub,5,Sirsa,Karnataka
ORD4003,1873,329,26,,2025-04-06,1,2325.35,17.54,59.44,Credit Card,4,0,Delivered,South Hub,5,Raiganj,Maharashtra
ORD4004,3717,244,16,,2025-04-06,1,16313.33,20.55,211.81,UPI,7,0,Delivered,East Hub,4,Medininagar,Madhya Pradesh
ORD4005,632,1090,23,,2025-04-06,3,1091.15,21.55,321.79,UPI,3,0,Delivered,East Hub,2,Sangli-Miraj & Kupwad,Maharashtra
ORD4006,2525,29,26,,2025-04-06,2,18346.76,17.12,416.76,UPI,4,0,Delivered,South Hub,5,Hospet,Punjab
ORD4007,2176,1028,44,,2025-04-06,1,2271.38,23.97,90.25,UPI,3,0,Delivered,North Hub,1,Loni,Uttar Pradesh
ORD4008,2683,372,37,,2025-04-06,1,12154.06,16.64,81.66,UPI,2,0,Delivered,West Hub,4,Jaunpur,Karnataka
ORD4009,313,1174,29,2.0,2025-04-06,1,1423.76,19.79,83.87,Credit Card,5,0,Delivered,North Hub,5,Bally,Gujarat
ORD4009,490,1174,29,2.0,2025-04-06,2,1364.92,19.79,83.87,Credit Card,5,0,Delivered,North Hub,5,Madurai,Delhi
ORD4010,2651,324,12,,2025-04-06,1,7378.02,25.1,71.81,Net Banking,5,0,Delivered,West Hub,2,Gopalpur,Karnataka
ORD4011,2473,312,33,,2025-04-06,1,3637.23,26.65,367.73,COD,2,1,Returned,North Hub,2,Tiruchirappalli,Maharashtra
ORD4012,2312,383,20,,2025-04-06,1,8467.14,19.18,259.9,Credit Card,6,0,Delivered,East Hub,3,Arrah,West Bengal
ORD4013,2539,74,50,2.0,2025-04-06,1,5033.68,21.99,133.35,COD,3,0,Delivered,West Hub,1,Bally,Maharashtra
ORD4014,2583,374,1,,2025-04-06,1,13412.76,25.56,240.33,Net Banking,2,0,Delivered,South Hub,2,Ulhasnagar,Karnataka
ORD4015,402,241,3,2.0,2025-04-06,1,3681.85,14.81,241.32,Net Banking,6,0,Delivered,South Hub,4,South Dumdum,Kerala
ORD4015,2333,241,3,,2025-04-06,2,4242.57,14.81,241.32,Net Banking,6,0,Delivered,South Hub,4,Vasai-Virar,Madhya Pradesh
ORD4016,1773,1169,21,,2025-04-06,1,863.2,12.46,442.07,UPI,4,0,Delivered,South Hub,3,Latur,Delhi
ORD4017,2862,380,30,,2025-04-06,1,1930.81,10.15,140.1,UPI,7,0,Delivered,West Hub,2,Morena,Odisha
ORD4018,180,142,23,,2025-04-06,1,63547.98,14.14,129.17,COD,7,0,Delivered,North Hub,3,Etawah,Uttar Pradesh
ORD4019,1537,37,3,2.0,2025-04-06,1,81801.33,10.55,110.21,UPI,2,0,Delivered,West Hub,1,Suryapet,Odisha
ORD4020,1332,191,2,,2025-04-06,1,41898.52,23.0,456.41,Credit Card,2,0,Delivered,North Hub,2,Tiruvottiyur,Madhya Pradesh
ORD4021,3388,973,10,,2025-04-06,2,10701.51,21.47,96.45,UPI,3,0,Delivered,North Hub,5,Aizawl,Madhya Pradesh
ORD4022,897,521,4,,2025-04-06,1,8494.96,11.21,444.58,Credit Card,6,0,Cancelled,West Hub,4,Bardhaman,Maharashtra
ORD4023,410,78,2,,2025-04-06,1,16120.03,10.42,401.43,Net Banking,4,0,Delivered,North Hub,4,Bidhannagar,Delhi
ORD4024,2219,209,14,,2025-04-06,2,38156.78,22.12,448.6,UPI,6,0,Delivered,East Hub,5,Ajmer,Karnataka
ORD4025,623,254,24,2.0,2025-04-06,1,1354.13,15.82,145.26,Net Banking,2,0,Delivered,West Hub,5,Ghaziabad,Uttar Pradesh
ORD4026,865,204,25,,2025-04-06,2,10597.88,15.91,238.26,Net Banking,3,0,Delivered,North Hub,2,Tiruvottiyur,Delhi
ORD4027,1585,339,37,,2025-04-06,1,49375.69,16.36,322.96,COD,2,0,Delivered,West Hub,2,Karnal,Rajasthan
ORD4028,342,633,11,,2025-04-06,1,764.87,26.97,241.18,Credit Card,5,0,Delivered,North Hub,4,Jodhpur,West Bengal
ORD4029,1086,292,38,2.0,2025-04-06,1,4470.76,25.68,443.96,Net Banking,4,0,Delivered,East Hub,5,Bellary,Maharashtra
ORD4030,2362,1063,10,2.0,2025-04-06,1,1889.45,12.8,348.96,Net Banking,7,0,Delivered,North Hub,3,Kota,Delhi
ORD4031,1557,394,14,2.0,2025-04-06,1,3113.88,23.56,226.14,Credit Card,7,1,Returned,East Hub,5,Rajpur Sonarpur,Delhi
ORD4032,3466,76,18,,2025-04-06,1,65950.93,10.52,181.58,UPI,2,0,Delivered,East Hub,5,Rourkela,Maharashtra
ORD4033,2786,239,47,,2025-04-06,2,33379.01,12.69,87.98,Net Banking,4,0,Delivered,West Hub,5,Firozabad,Madhya Pradesh
ORD4034,1710,234,14,2.0,2025-04-06,1,1718.54,25.88,294.59,Credit Card,3,0,Delivered,East Hub,5,Bulandshahr,Karnataka
ORD4035,927,379,39,,2025-04-06,1,2306.25,20.98,258.81,UPI,5,0,Delivered,East Hub,3,Howrah,Rajasthan
ORD4036,443,1182,23,,2025-04-06,1,3638.49,25.68,98.64,UPI,3,0,Delivered,East Hub,5,Indore,Madhya Pradesh
ORD4037,3593,154,44,,2025-04-06,1,5451.92,19.76,182.46,UPI,4,0,Delivered,South Hub,5,Munger,Madhya Pradesh
ORD4038,1248,338,3,2.0,2025-04-06,2,6842.64,10.16,237.63,UPI,7,1,Returned,South Hub,2,Dehri,Delhi
ORD4039,2767,1110,20,2.0,2025-04-06,1,2091.23,22.88,322.92,Net Banking,3,0,Delivered,East Hub,3,Navi Mumbai,Gujarat
ORD4040,2278,552,20,,2025-04-06,1,5359.92,24.95,356.97,COD,2,0,Delivered,East Hub,3,Durg,Maharashtra
ORD4041,2893,206,40,,2025-04-06,1,38951.95,16.41,133.06,Net Banking,2,0,Delivered,East Hub,1,Thane,Karnataka
ORD4042,3213,338,15,,2025-04-06,4,7823.25,19.12,235.03,Net Banking,7,0,Delivered,South Hub,1,Silchar,Delhi
ORD4043,693,268,41,,2025-04-06,1,11204.21,12.85,331.34,Credit Card,7,0,Delivered,East Hub,5,Gudivada,Madhya Pradesh
ORD4044,1894,89,16,2.0,2025-04-06,1,10039.82,12.81,474.41,UPI,5,0,Delivered,North Hub,2,Burhanpur,Gujarat
ORD4045,1590,367,9,,2025-04-06,1,22281.98,10.18,50.94,Credit Card,6,0,Delivered,South Hub,4,Srikakulam,Uttar Pradesh
ORD4046,1627,243,45,2.0,2025-04-06,1,3886.2,27.57,323.1,COD,2,0,Delivered,South Hub,2,Rajpur Sonarpur,Delhi
ORD4047,1773,226,14,2.0,2025-04-06,1,10673.96,14.22,289.85,Net Banking,2,0,Delivered,South Hub,4,Latur,Delhi
ORD4048,930,1031,29,,2025-04-06,1,1224.95,11.64,98.49,UPI,5,0,Delivered,South Hub,4,Gudivada,Madhya Pradesh
ORD4049,2634,218,21,,2025-04-06,1,40056.7,13.03,141.67,COD,4,1,Returned,South Hub,5,Sangli-Miraj & Kupwad,Madhya Pradesh
ORD4050,2141,377,2,2.0,2025-04-06,1,8966.29,26.33,79.2,Net Banking,3,0,Delivered,East Hub,2,Dehradun,Gujarat
ORD24250,1166,232,39,2.0,2025-04-07,1,51228.5,27.27,158.19,Net Banking,2,0,Delivered,East Hub,5,Serampore,Delhi
ORD24285,525,215,22,2.0,2025-04-07,1,4422.29,13.37,377.25,COD,3,0,Delivered,North Hub,4,Cuttack,Madhya Pradesh
ORD4051,3680,73,19,,2025-04-07,1,23737.31,20.47,109.35,Net Banking,4,0,Delivered,South Hub,5,Pali,Gujarat
ORD4052,1241,232,39,,2025-04-07,1,44722.42,27.27,158.19,Net Banking,2,0,Delivered,East Hub,5,Medininagar,Kerala
ORD4053,2179,1040,23,2.0,2025-04-07,2,2272.13,16.39,434.5,Net Banking,5,0,Delivered,East Hub,5,Parbhani,Maharashtra
ORD4054,3881,27,23,2.0,2025-04-07,1,6989.35,13.82,255.85,Net Banking,4,0,Delivered,West Hub,3,Udaipur,Delhi
ORD4055,2993,84,32,2.0,2025-04-07,1,49853.86,21.0,245.86,UPI,4,0,Delivered,West Hub,5,Amritsar,Uttar Pradesh
ORD4056,135,845,10,,2025-04-07,1,3572.07,20.31,408.85,UPI,4,0,Delivered,North Hub,2,Avadi,Odisha
ORD4057,1810,430,16,,2025-04-07,1,9476.51,20.14,56.89,COD,2,0,Delivered,North Hub,5,Kollam,Kerala
ORD4057,2391,430,16,,2025-04-07,1,9188.75,20.14,56.89,COD,2,0,Delivered,North Hub,5,Tiruvottiyur,Maharashtra
ORD4058,1600,180,1,,2025-04-07,1,13825.95,16.12,458.89,Net Banking,6,0,Delivered,East Hub,4,Bahraich,Maharashtra
ORD4059,632,293,38,,2025-04-07,1,7462.15,15.54,350.8,Net Banking,2,0,Delivered,East Hub,4,Sangli-Miraj & Kupwad,Maharashtra
ORD4060,266,391,16,,2025-04-07,1,35663.61,19.68,130.6,UPI,2,0,Delivered,West Hub,4,Chinsurah,Delhi
ORD4061,264,508,3,2.0,2025-04-07,1,11718.14,12.19,102.78,Credit Card,6,0,Delivered,North Hub,2,Tiruchirappalli,Punjab
ORD4062,1035,328,11,,2025-04-07,1,21482.47,23.65,176.38,COD,7,0,Delivered,East Hub,4,Nagercoil,Uttar Pradesh
ORD4063,730,47,20,,2025-04-07,1,55719.6,17.63,284.95,Credit Card,7,0,Delivered,North Hub,5,Madanapalle,Tamil Nadu
ORD4064,1326,757,21,,2025-04-07,1,1534.7,25.35,304.52,UPI,4,0,Delivered,West Hub,5,Bellary,Rajasthan
ORD4065,3627,101,20,2.0,2025-04-07,2,37513.41,17.87,440.22,Credit Card,3,0,Delivered,East Hub,4,Berhampore,Rajasthan
ORD4066,1855,246,11,,2025-04-07,1,2867.21,27.06,170.42,Net Banking,7,0,Cancelled,East Hub,2,Lucknow,Maharashtra
ORD4067,2547,207,28,2.0,2025-04-07,1,44988.94,25.06,259.66,Credit Card,2,0,Delivered,East Hub,5,Alwar,Tamil Nadu
ORD4068,1659,285,2,,2025-04-07,1,29162.31,23.6,164.34,Net Banking,6,0,Delivered,East Hub,3,Bulandshahr,Delhi
ORD4069,777,289,1,2.0,2025-04-07,1,7595.01,23.56,124.86,UPI,5,0,Delivered,North Hub,1,Bettiah,Punjab
ORD4070,1648,821,42,2.0,2025-04-07,2,16203.63,12.91,217.43,COD,2,0,Delivered,North Hub,5,Ambarnath,Maharashtra
ORD4071,802,801,40,2.0,2025-04-07,1,2510.68,18.69,123.83,UPI,7,0,Delivered,South Hub,1,Berhampur,Madhya Pradesh
ORD4072,271,215,22,2.0,2025-04-07,1,3898.41,13.37,377.25,COD,3,0,Delivered,North Hub,4,Vellore,Rajasthan
ORD4073,856,631,39,,2025-04-07,1,1960.85,11.12,77.84,Credit Card,7,0,Delivered,East Hub,2,Dharmavaram,Gujarat
ORD4074,3401,535,31,,2025-04-07,1,1743.41,11.53,192.5,UPI,6,0,Delivered,West Hub,3,Bhubaneswar,Karnataka
ORD4075,1787,354,2,,2025-04-07,1,37615.55,13.3,70.69,COD,6,0,Delivered,North Hub,3,Amritsar,Maharashtra
ORD4076,1412,382,9,,2025-04-07,1,5891.76,17.53,373.92,UPI,3,0,Delivered,South Hub,1,Vasai-Virar,Maharashtra
ORD4077,2566,1099,45,,2025-04-07,1,786.34,19.98,193.03,Credit Card,7,0,Delivered,North Hub,1,Pimpri-Chinchwad,Tamil Nadu
ORD4077,1405,1099,45,,2025-04-07,1,753.87,19.98,193.03,Credit Card,7,0,Delivered,North Hub,1,Tiruchirappalli,Punjab
ORD4078,226,293,4,,2025-04-07,2,8136.6,27.29,447.59,Credit Card,6,0,Delivered,South Hub,2,Barasat,West Bengal
ORD4079,2309,301,36,,2025-04-07,1,8413.41,14.33,206.62,COD,7,0,Delivered,North Hub,3,Kishanganj,Delhi
ORD4080,3351,827,2,2.0,2025-04-07,1,35467.45,26.51,421.95,COD,3,0,Delivered,South Hub,5,Jamalpur,Maharashtra
ORD4081,1131,1084,24,2.0,2025-04-07,1,538.09,16.93,297.45,Credit Card,4,0,Delivered,North Hub,5,Faridabad,Tamil Nadu
ORD4082,815,326,11,,2025-04-07,1,7368.59,13.33,163.29,Credit Card,6,0,Delivered,North Hub,2,Gandhidham,Karnataka
ORD4083,903,324,40,,2025-04-07,1,6046.48,25.27,365.16,Net Banking,6,0,Delivered,North Hub,1,Ramgarh,Kerala
ORD4084,1388,724,34,,2025-04-07,1,3910.82,24.54,308.02,COD,7,0,Delivered,West Hub,1,Tezpur,Karnataka
ORD4085,506,129,32,2.0,2025-04-07,1,10047.62,19.68,136.92,Net Banking,3,0,Cancelled,South Hub,1,Bhind,Delhi
ORD4086,3488,819,45,2.0,2025-04-07,1,19019.76,15.08,377.89,UPI,4,0,Delivered,West Hub,3,Durgapur,Kerala
ORD4087,1889,992,6,,2025-04-07,1,4342.32,12.0,329.42,Credit Card,2,0,Delivered,North Hub,1,Motihari,Kerala
ORD4088,3284,256,46,,2025-04-07,2,10360.97,24.96,145.72,COD,4,0,Delivered,East Hub,4,Agartala,Rajasthan
ORD4089,2259,1189,7,,2025-04-07,1,332.83,18.34,370.95,Net Banking,4,0,Delivered,South Hub,3,Jhansi,Delhi
ORD4090,252,90,17,2.0,2025-04-07,1,12674.91,21.37,429.68,UPI,2,0,Delivered,North Hub,3,Kharagpur,Kerala
ORD4091,643,1165,33,,2025-04-07,1,1141.15,18.87,65.07,Net Banking,6,0,Delivered,South Hub,1,Surendranagar Dudhrej,Rajasthan
ORD4092,2663,373,14,2.0,2025-04-07,1,37818.38,27.1,253.16,Credit Card,2,0,Delivered,South Hub,1,Malegaon,Karnataka
ORD4093,6,229,34,,2025-04-07,1,28630.28,25.56,258.86,COD,2,0,Delivered,East Hub,1,Guwahati,Delhi
ORD4094,1343,351,32,2.0,2025-04-07,1,6398.32,11.77,237.77,Net Banking,6,0,Delivered,East Hub,1,South Dumdum,Karnataka
ORD4095,711,263,13,,2025-04-07,1,3365.76,11.24,185.78,UPI,2,0,Delivered,North Hub,3,Thiruvananthapuram,Delhi
ORD4096,411,267,22,,2025-04-07,2,20930.0,14.99,333.82,UPI,4,0,Delivered,East Hub,3,Akola,Uttar Pradesh
ORD4097,2137,256,33,2.0,2025-04-07,1,11032.11,15.74,411.11,COD,5,0,Delivered,South Hub,5,Sikar,Kerala
ORD4098,1288,536,23,2.0,2025-04-07,3,3703.98,11.79,483.03,UPI,5,0,Delivered,North Hub,5,Hajipur,Madhya Pradesh
ORD24495,1719,239,49,,2025-04-08,3,35513.86,25.27,198.38,Credit Card,3,0,Delivered,North Hub,1,Durgapur,Delhi
ORD4099,1307,1177,47,,2025-04-08,3,1054.18,20.21,126.35,COD,6,0,Delivered,East Hub,3,Jamalpur,Karnataka
ORD4100,2796,511,12,2.0,2025-04-08,1,1917.16,26.26,407.05,COD,2,0,Delivered,West Hub,4,Raebareli,Delhi
ORD4101,906,58,41,,2025-04-08,1,18501.94,18.17,76.48,UPI,7,0,Delivered,South Hub,2,Munger,Maharashtra
ORD4102,3593,166,40,2.0,2025-04-08,1,87321.95,15.39,166.43,UPI,7,0,Delivered,West Hub,1,Munger,Madhya Pradesh
ORD4103,2316,328,6,,2025-04-08,1,22139.36,18.22,316.89,COD,5,0,Delivered,East Hub,5,Bareilly,Punjab
ORD4104,3388,267,2,2.0,2025-04-08,2,18269.18,24.02,398.11,COD,6,0,Delivered,South Hub,3,Aizawl,Madhya Pradesh
ORD4105,2424,177,47,,2025-04-08,1,30984.24,20.04,193.47,Net Banking,7,0,Delivered,East Hub,3,Jalandhar,Odisha
ORD4106,416,999,25,,2025-04-08,1,8190.44,25.63,333.4,Net Banking,6,0,Delivered,West Hub,2,Sirsa,Karnataka
ORD4107,2745,684,27,,2025-04-08,1,1808.81,25.88,275.61,Credit Card,6,0,Delivered,West Hub,2,Sikar,Odisha
ORD4108,1627,582,8,,2025-04-08,2,5269.2,18.56,257.55,COD,7,0,Delivered,South Hub,3,Rajpur Sonarpur,Delhi
ORD4109,518,386,38,,2025-04-08,1,30548.77,13.36,468.88,Credit Card,7,1,Returned,North Hub,5,Bilaspur,Madhya Pradesh
ORD4110,2160,652,1,,2025-04-08,1,1474.28,25.81,478.84,Credit Card,3,0,Delivered,South Hub,5,Aizawl,Delhi
ORD4111,711,830,28,2.0,2025-04-08,1,19989.54,13.69,198.48,Credit Card,2,0,Delivered,East Hub,5,Thiruvananthapuram,Delhi
ORD4112,1826,252,35,,2025-04-08,1,34863.9,12.47,168.98,COD,3,0,Delivered,West Hub,3,Guntur,Rajasthan
ORD4113,2116,615,3,,2025-04-08,1,2170.43,27.92,88.6,Net Banking,4,1,Returned,West Hub,3,Vasai-Virar,Karnataka
ORD4114,1874,297,33,,2025-04-08,1,31879.94,27.2,262.94,COD,4,0,Delivered,South Hub,1,Muzaffarpur,Rajasthan
ORD4115,217,1082,41,,2025-04-08,1,3113.99,25.74,404.89,UPI,3,0,Delivered,East Hub,3,Khandwa,Maharashtra
ORD4116,2230,350,30,2.0,2025-04-08,1,8483.27,24.45,172.54,Credit Card,5,0,Delivered,East Hub,3,Ongole,Madhya Pradesh
ORD4117,1691,100,29,2.0,2025-04-08,2,10722.98,18.2,148.44,COD,5,0,Delivered,West Hub,2,Jhansi,Rajasthan
ORD4118,276,174,45,,2025-04-08,1,47844.92,19.53,396.96,Net Banking,4,0,Delivered,East Hub,5,Ramgarh,Delhi
ORD4119,1986,336,29,,2025-04-08,1,12601.43,17.93,393.89,COD,3,0,Delivered,East Hub,3,Tiruvottiyur,Uttar Pradesh
ORD4120,3818,339,31,2.0,2025-04-08,1,47779.39,24.88,157.76,UPI,7,0,Delivered,South Hub,5,Rewa,Gujarat
